txn_id,card_id,fps_id,village_id,district,block,month,commodity,unit_price,quantity,amount,mth_number,year,auth_mode,offline_flag,delivery_delay_days
TX4634,RC262,16,16,Kanniyakumari,Kalkulam,Jan,wheat,2,4,8,1,2025,biometric,0,3
TX4635,RC262,16,16,Kanniyakumari,Kalkulam,Jan,sugar,18,2,36,1,2025,biometric,0,0
TX4636,RC262,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,11,33,2,2025,biometric,0,0
TX4637,RC262,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,9,27,3,2025,aadhaar,0,0
TX4638,RC262,16,16,Kanniyakumari,Kalkulam,Mar,wheat,2,7,14,3,2025,aadhaar,0,0
TX4639,RC262,16,16,Kanniyakumari,Kalkulam,Mar,sugar,18,3,54,3,2025,aadhaar,0,1
TX4640,RC262,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,8,24,4,2025,biometric,0,0
TX4641,RC262,16,16,Kanniyakumari,Kalkulam,Apr,wheat,2,7,14,4,2025,biometric,0,2
TX4642,RC262,16,16,Kanniyakumari,Kalkulam,May,rice,3,9,27,5,2025,biometric,0,2
TX4643,RC262,16,16,Kanniyakumari,Kalkulam,Jun,rice,3,14,42,6,2025,aadhaar,0,1
TX4644,RC262,16,16,Kanniyakumari,Kalkulam,Jun,wheat,2,6,12,6,2025,aadhaar,0,2
TX4645,RC262,16,16,Kanniyakumari,Kalkulam,Jun,sugar,18,2,36,6,2025,aadhaar,0,5
TX4646,RC262,16,16,Kanniyakumari,Kalkulam,Jul,rice,3,14,42,7,2025,biometric,0,3
TX4647,RC262,16,16,Kanniyakumari,Kalkulam,Jul,sugar,18,2,36,7,2025,biometric,0,0
TX4648,RC262,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,8,24,9,2025,biometric,0,0
TX4649,RC262,16,16,Kanniyakumari,Kalkulam,Sep,wheat,2,4,8,9,2025,biometric,0,1
TX4650,RC262,16,16,Kanniyakumari,Kalkulam,Sep,sugar,18,1,18,9,2025,biometric,0,1
TX4651,RC262,16,16,Kanniyakumari,Kalkulam,Oct,rice,3,14,42,10,2025,biometric,1,0
TX4652,RC262,16,16,Kanniyakumari,Kalkulam,Oct,sugar,18,2,36,10,2025,biometric,1,0
TX4653,RC262,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,10,30,11,2025,biometric,0,0
TX4654,RC262,16,16,Kanniyakumari,Kalkulam,Nov,wheat,2,4,8,11,2025,biometric,0,3
TX4655,RC262,16,16,Kanniyakumari,Kalkulam,Nov,sugar,18,3,54,11,2025,biometric,0,1
TX4656,RC262,16,16,Kanniyakumari,Kalkulam,Dec,rice,3,16,48,12,2025,biometric,0,2
TX4657,RC262,16,16,Kanniyakumari,Kalkulam,Dec,wheat,2,3,6,12,2025,biometric,0,1
TX4658,RC262,16,16,Kanniyakumari,Kalkulam,Dec,sugar,18,3,54,12,2025,biometric,0,5
TX4659,RC263,16,16,Kanniyakumari,Kalkulam,Jan,rice,3,10,30,1,2025,aadhaar,0,1
TX4660,RC263,16,16,Kanniyakumari,Kalkulam,Jan,wheat,2,3,6,1,2025,aadhaar,0,1
TX4661,RC263,16,16,Kanniyakumari,Kalkulam,Jan,sugar,18,2,36,1,2025,aadhaar,0,0
TX4662,RC263,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,12,36,2,2025,biometric,0,3
TX4663,RC263,16,16,Kanniyakumari,Kalkulam,Feb,wheat,2,4,8,2,2025,biometric,0,3
TX4664,RC263,16,16,Kanniyakumari,Kalkulam,Feb,sugar,18,2,36,2,2025,biometric,0,1
TX4665,RC263,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,8,24,3,2025,biometric,0,2
TX4666,RC263,16,16,Kanniyakumari,Kalkulam,Mar,oil,25,2,50,3,2025,biometric,0,0
TX4667,RC263,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,15,45,4,2025,biometric,0,2
TX4668,RC263,16,16,Kanniyakumari,Kalkulam,Apr,wheat,2,7,14,4,2025,biometric,0,1
TX4669,RC263,16,16,Kanniyakumari,Kalkulam,Apr,sugar,18,2,36,4,2025,biometric,0,0
TX4670,RC263,16,16,Kanniyakumari,Kalkulam,Apr,oil,25,2,50,4,2025,biometric,0,1
TX4671,RC263,16,16,Kanniyakumari,Kalkulam,May,rice,3,13,39,5,2025,biometric,0,5
TX4672,RC263,16,16,Kanniyakumari,Kalkulam,May,wheat,2,7,14,5,2025,biometric,0,0
TX4673,RC263,16,16,Kanniyakumari,Kalkulam,May,sugar,18,2,36,5,2025,biometric,0,0
TX4674,RC263,16,16,Kanniyakumari,Kalkulam,May,oil,25,2,50,5,2025,biometric,0,5
TX4675,RC263,16,16,Kanniyakumari,Kalkulam,Jul,rice,3,10,30,7,2025,biometric,0,0
TX4676,RC263,16,16,Kanniyakumari,Kalkulam,Jul,wheat,2,7,14,7,2025,biometric,0,1
TX4677,RC263,16,16,Kanniyakumari,Kalkulam,Jul,oil,25,2,50,7,2025,biometric,0,1
TX4678,RC263,16,16,Kanniyakumari,Kalkulam,Aug,rice,3,10,30,8,2025,biometric,0,0
TX4679,RC263,16,16,Kanniyakumari,Kalkulam,Aug,wheat,2,7,14,8,2025,biometric,0,0
TX4680,RC263,16,16,Kanniyakumari,Kalkulam,Aug,sugar,18,2,36,8,2025,biometric,0,0
TX4681,RC263,16,16,Kanniyakumari,Kalkulam,Aug,oil,25,1,25,8,2025,biometric,0,0
TX4682,RC263,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,13,39,9,2025,biometric,0,2
TX4683,RC263,16,16,Kanniyakumari,Kalkulam,Sep,wheat,2,3,6,9,2025,biometric,0,0
TX4684,RC263,16,16,Kanniyakumari,Kalkulam,Sep,sugar,18,2,36,9,2025,biometric,0,0
TX4685,RC263,16,16,Kanniyakumari,Kalkulam,Sep,oil,25,2,50,9,2025,biometric,0,1
TX4686,RC263,16,16,Kanniyakumari,Kalkulam,Oct,rice,3,10,30,10,2025,biometric,0,3
TX4687,RC263,16,16,Kanniyakumari,Kalkulam,Oct,wheat,2,5,10,10,2025,biometric,0,2
TX4688,RC263,16,16,Kanniyakumari,Kalkulam,Oct,sugar,18,1,18,10,2025,biometric,0,1
TX4689,RC263,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,15,45,11,2025,biometric,0,0
TX4690,RC263,16,16,Kanniyakumari,Kalkulam,Nov,wheat,2,3,6,11,2025,biometric,0,0
TX4691,RC263,16,16,Kanniyakumari,Kalkulam,Nov,sugar,18,3,54,11,2025,biometric,0,0
TX4692,RC263,16,16,Kanniyakumari,Kalkulam,Nov,oil,25,2,50,11,2025,biometric,0,3
TX4693,RC263,16,16,Kanniyakumari,Kalkulam,Dec,rice,3,16,48,12,2025,biometric,0,0
TX4694,RC263,16,16,Kanniyakumari,Kalkulam,Dec,wheat,2,7,14,12,2025,biometric,0,0
TX4695,RC263,16,16,Kanniyakumari,Kalkulam,Dec,oil,25,2,50,12,2025,biometric,0,1
TX4696,RC264,16,16,Kanniyakumari,Kalkulam,Jan,rice,3,12,36,1,2025,aadhaar,0,0
TX4697,RC264,16,16,Kanniyakumari,Kalkulam,Jan,wheat,2,6,12,1,2025,aadhaar,0,0
TX4698,RC264,16,16,Kanniyakumari,Kalkulam,Jan,sugar,18,3,54,1,2025,aadhaar,0,5
TX4699,RC264,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,14,42,2,2025,biometric,0,2
TX4700,RC264,16,16,Kanniyakumari,Kalkulam,Feb,wheat,2,4,8,2,2025,biometric,0,0
TX4701,RC264,16,16,Kanniyakumari,Kalkulam,Feb,sugar,18,2,36,2,2025,biometric,0,0
TX4702,RC264,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,11,33,3,2025,biometric,0,0
TX4703,RC264,16,16,Kanniyakumari,Kalkulam,Mar,sugar,18,3,54,3,2025,biometric,0,2
TX4704,RC264,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,15,45,4,2025,biometric,0,3
TX4705,RC264,16,16,Kanniyakumari,Kalkulam,Apr,sugar,18,2,36,4,2025,biometric,0,0
TX4706,RC264,16,16,Kanniyakumari,Kalkulam,May,rice,3,10,30,5,2025,biometric,1,0
TX4707,RC264,16,16,Kanniyakumari,Kalkulam,May,wheat,2,4,8,5,2025,biometric,1,0
TX4708,RC264,16,16,Kanniyakumari,Kalkulam,Jun,rice,3,8,24,6,2025,biometric,0,1
TX4709,RC264,16,16,Kanniyakumari,Kalkulam,Jun,sugar,18,1,18,6,2025,biometric,0,2
TX4710,RC264,16,16,Kanniyakumari,Kalkulam,Jul,rice,3,9,27,7,2025,aadhaar,0,0
TX4711,RC264,16,16,Kanniyakumari,Kalkulam,Aug,rice,3,13,39,8,2025,aadhaar,0,1
TX4712,RC264,16,16,Kanniyakumari,Kalkulam,Aug,wheat,2,6,12,8,2025,aadhaar,0,0
TX4713,RC264,16,16,Kanniyakumari,Kalkulam,Aug,sugar,18,3,54,8,2025,aadhaar,0,1
TX4714,RC264,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,13,39,9,2025,aadhaar,0,0
TX4715,RC264,16,16,Kanniyakumari,Kalkulam,Sep,wheat,2,7,14,9,2025,aadhaar,0,0
TX4716,RC264,16,16,Kanniyakumari,Kalkulam,Sep,sugar,18,3,54,9,2025,aadhaar,0,1
TX4717,RC264,16,16,Kanniyakumari,Kalkulam,Oct,rice,3,15,45,10,2025,biometric,0,0
TX4718,RC264,16,16,Kanniyakumari,Kalkulam,Oct,wheat,2,7,14,10,2025,biometric,0,1
TX4719,RC264,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,11,33,11,2025,aadhaar,0,2
TX4720,RC264,16,16,Kanniyakumari,Kalkulam,Dec,rice,3,8,24,12,2025,aadhaar,0,0
TX4721,RC265,16,16,Kanniyakumari,Kalkulam,Jan,rice,3,14,42,1,2025,biometric,0,1
TX4722,RC265,16,16,Kanniyakumari,Kalkulam,Jan,wheat,2,3,6,1,2025,biometric,0,2
TX4723,RC265,16,16,Kanniyakumari,Kalkulam,Jan,sugar,18,1,18,1,2025,biometric,0,0
TX4724,RC265,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,13,39,2,2025,biometric,0,1
TX4725,RC265,16,16,Kanniyakumari,Kalkulam,Feb,wheat,2,7,14,2,2025,biometric,0,0
TX4726,RC265,16,16,Kanniyakumari,Kalkulam,Feb,sugar,18,3,54,2,2025,biometric,0,1
TX4727,RC265,16,16,Kanniyakumari,Kalkulam,Feb,oil,25,1,25,2,2025,biometric,0,5
TX4728,RC265,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,12,36,3,2025,aadhaar,0,1
TX4729,RC265,16,16,Kanniyakumari,Kalkulam,Mar,sugar,18,1,18,3,2025,aadhaar,0,0
TX4730,RC265,16,16,Kanniyakumari,Kalkulam,Mar,oil,25,1,25,3,2025,aadhaar,0,0
TX4731,RC265,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,10,30,4,2025,biometric,0,0
TX4732,RC265,16,16,Kanniyakumari,Kalkulam,Apr,sugar,18,1,18,4,2025,biometric,0,1
TX4733,RC265,16,16,Kanniyakumari,Kalkulam,Apr,oil,25,2,50,4,2025,biometric,0,0
TX4734,RC265,16,16,Kanniyakumari,Kalkulam,May,rice,3,10,30,5,2025,aadhaar,0,1
TX4735,RC265,16,16,Kanniyakumari,Kalkulam,May,wheat,2,4,8,5,2025,aadhaar,0,0
TX4736,RC265,16,16,Kanniyakumari,Kalkulam,May,sugar,18,2,36,5,2025,aadhaar,0,0
TX4737,RC265,16,16,Kanniyakumari,Kalkulam,Jun,rice,3,8,24,6,2025,biometric,0,3
TX4738,RC265,16,16,Kanniyakumari,Kalkulam,Jun,sugar,18,3,54,6,2025,biometric,0,0
TX4739,RC265,16,16,Kanniyakumari,Kalkulam,Jun,oil,25,1,25,6,2025,biometric,0,2
TX4740,RC265,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,11,33,9,2025,aadhaar,0,0
TX4741,RC265,16,16,Kanniyakumari,Kalkulam,Sep,wheat,2,4,8,9,2025,aadhaar,0,2
TX4742,RC265,16,16,Kanniyakumari,Kalkulam,Sep,sugar,18,1,18,9,2025,aadhaar,0,1
TX4743,RC265,16,16,Kanniyakumari,Kalkulam,Sep,oil,25,1,25,9,2025,aadhaar,0,3
TX4744,RC265,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,8,24,11,2025,biometric,0,1
TX4745,RC265,16,16,Kanniyakumari,Kalkulam,Nov,sugar,18,3,54,11,2025,biometric,0,2
TX4746,RC265,16,16,Kanniyakumari,Kalkulam,Nov,oil,25,2,50,11,2025,biometric,0,0
TX4747,RC265,16,16,Kanniyakumari,Kalkulam,Dec,rice,3,8,24,12,2025,biometric,0,0
TX4748,RC266,16,16,Kanniyakumari,Kalkulam,Jan,rice,3,14,42,1,2025,biometric,0,5
TX4749,RC266,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,12,36,2,2025,biometric,0,0
TX4750,RC266,16,16,Kanniyakumari,Kalkulam,Feb,wheat,2,3,6,2,2025,biometric,0,1
TX4751,RC266,16,16,Kanniyakumari,Kalkulam,Feb,sugar,18,1,18,2,2025,biometric,0,1
TX4752,RC266,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,10,30,3,2025,aadhaar,0,0
TX4753,RC266,16,16,Kanniyakumari,Kalkulam,Mar,wheat,2,4,8,3,2025,aadhaar,0,0
TX4754,RC266,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,15,45,4,2025,biometric,0,0
TX4755,RC266,16,16,Kanniyakumari,Kalkulam,Apr,wheat,2,3,6,4,2025,biometric,0,0
TX4756,RC266,16,16,Kanniyakumari,Kalkulam,May,rice,3,14,42,5,2025,biometric,0,3
TX4757,RC266,16,16,Kanniyakumari,Kalkulam,May,wheat,2,6,12,5,2025,biometric,0,1
TX4758,RC266,16,16,Kanniyakumari,Kalkulam,May,sugar,18,2,36,5,2025,biometric,0,0
TX4759,RC266,16,16,Kanniyakumari,Kalkulam,Jun,rice,3,10,30,6,2025,aadhaar,0,0
TX4760,RC266,16,16,Kanniyakumari,Kalkulam,Jun,wheat,2,4,8,6,2025,aadhaar,0,0
TX4761,RC266,16,16,Kanniyakumari,Kalkulam,Jun,sugar,18,1,18,6,2025,aadhaar,0,0
TX4762,RC266,16,16,Kanniyakumari,Kalkulam,Jul,rice,3,13,39,7,2025,biometric,0,1
TX4763,RC266,16,16,Kanniyakumari,Kalkulam,Jul,wheat,2,7,14,7,2025,biometric,0,1
TX4764,RC266,16,16,Kanniyakumari,Kalkulam,Jul,sugar,18,2,36,7,2025,biometric,0,0
TX4765,RC266,16,16,Kanniyakumari,Kalkulam,Aug,rice,3,12,36,8,2025,biometric,0,0
TX4766,RC266,16,16,Kanniyakumari,Kalkulam,Aug,wheat,2,6,12,8,2025,biometric,0,0
TX4767,RC266,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,10,30,9,2025,aadhaar,0,0
TX4768,RC266,16,16,Kanniyakumari,Kalkulam,Oct,rice,3,13,39,10,2025,biometric,0,0
TX4769,RC266,16,16,Kanniyakumari,Kalkulam,Oct,wheat,2,5,10,10,2025,biometric,0,1
TX4770,RC266,16,16,Kanniyakumari,Kalkulam,Oct,sugar,18,2,36,10,2025,biometric,0,0
TX4771,RC266,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,16,48,11,2025,biometric,0,0
TX4772,RC266,16,16,Kanniyakumari,Kalkulam,Nov,wheat,2,7,14,11,2025,biometric,0,1
TX4773,RC266,16,16,Kanniyakumari,Kalkulam,Nov,sugar,18,2,36,11,2025,biometric,0,0
TX4774,RC266,16,16,Kanniyakumari,Kalkulam,Dec,rice,3,9,27,12,2025,aadhaar,0,0
TX4775,RC266,16,16,Kanniyakumari,Kalkulam,Dec,sugar,18,2,36,12,2025,aadhaar,0,1
TX4776,RC267,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,11,33,2,2025,biometric,1,0
TX4777,RC267,16,16,Kanniyakumari,Kalkulam,Feb,wheat,2,6,12,2,2025,biometric,1,0
TX4778,RC267,16,16,Kanniyakumari,Kalkulam,Feb,sugar,18,2,36,2,2025,biometric,1,5
TX4779,RC267,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,15,45,3,2025,aadhaar,0,0
TX4780,RC267,16,16,Kanniyakumari,Kalkulam,Mar,sugar,18,3,54,3,2025,aadhaar,0,0
TX4781,RC267,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,11,33,4,2025,aadhaar,0,0
TX4782,RC267,16,16,Kanniyakumari,Kalkulam,Apr,wheat,2,6,12,4,2025,aadhaar,0,1
TX4783,RC267,16,16,Kanniyakumari,Kalkulam,May,rice,3,15,45,5,2025,biometric,0,0
TX4784,RC267,16,16,Kanniyakumari,Kalkulam,Jun,rice,3,16,48,6,2025,biometric,0,1
TX4785,RC267,16,16,Kanniyakumari,Kalkulam,Jun,wheat,2,7,14,6,2025,biometric,0,2
TX4786,RC267,16,16,Kanniyakumari,Kalkulam,Jun,sugar,18,2,36,6,2025,biometric,0,3
TX4787,RC267,16,16,Kanniyakumari,Kalkulam,Jul,rice,3,13,39,7,2025,aadhaar,0,2
TX4788,RC267,16,16,Kanniyakumari,Kalkulam,Jul,wheat,2,5,10,7,2025,aadhaar,0,1
TX4789,RC267,16,16,Kanniyakumari,Kalkulam,Jul,sugar,18,2,36,7,2025,aadhaar,0,2
TX4790,RC267,16,16,Kanniyakumari,Kalkulam,Aug,rice,3,14,42,8,2025,biometric,0,1
TX4791,RC267,16,16,Kanniyakumari,Kalkulam,Aug,wheat,2,4,8,8,2025,biometric,0,2
TX4792,RC267,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,15,45,9,2025,biometric,0,0
TX4793,RC267,16,16,Kanniyakumari,Kalkulam,Sep,wheat,2,5,10,9,2025,biometric,0,3
TX4794,RC267,16,16,Kanniyakumari,Kalkulam,Oct,rice,3,11,33,10,2025,aadhaar,0,0
TX4795,RC267,16,16,Kanniyakumari,Kalkulam,Oct,wheat,2,6,12,10,2025,aadhaar,0,0
TX4796,RC267,16,16,Kanniyakumari,Kalkulam,Oct,sugar,18,3,54,10,2025,aadhaar,0,3
TX4797,RC267,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,16,48,11,2025,aadhaar,0,1
TX4798,RC267,16,16,Kanniyakumari,Kalkulam,Nov,wheat,2,3,6,11,2025,aadhaar,0,0
TX4799,RC268,16,16,Kanniyakumari,Kalkulam,Jan,rice,3,8,24,1,2025,aadhaar,0,1
TX4800,RC268,16,16,Kanniyakumari,Kalkulam,Jan,sugar,18,1,18,1,2025,aadhaar,0,0
TX4801,RC268,16,16,Kanniyakumari,Kalkulam,Jan,oil,25,2,50,1,2025,aadhaar,0,0
TX4802,RC268,16,16,Kanniyakumari,Kalkulam,Feb,rice,3,15,45,2,2025,aadhaar,0,2
TX4803,RC268,16,16,Kanniyakumari,Kalkulam,Feb,sugar,18,1,18,2,2025,aadhaar,0,0
TX4804,RC268,16,16,Kanniyakumari,Kalkulam,Mar,rice,3,14,42,3,2025,aadhaar,0,3
TX4805,RC268,16,16,Kanniyakumari,Kalkulam,Mar,sugar,18,3,54,3,2025,aadhaar,0,0
TX4806,RC268,16,16,Kanniyakumari,Kalkulam,Apr,rice,3,9,27,4,2025,biometric,0,0
TX4807,RC268,16,16,Kanniyakumari,Kalkulam,Apr,wheat,2,5,10,4,2025,biometric,0,2
TX4808,RC268,16,16,Kanniyakumari,Kalkulam,Apr,sugar,18,3,54,4,2025,biometric,0,1
TX4809,RC268,16,16,Kanniyakumari,Kalkulam,Apr,oil,25,2,50,4,2025,biometric,0,1
TX4810,RC268,16,16,Kanniyakumari,Kalkulam,May,rice,3,16,48,5,2025,aadhaar,0,3
TX4811,RC268,16,16,Kanniyakumari,Kalkulam,May,wheat,2,3,6,5,2025,aadhaar,0,3
TX4812,RC268,16,16,Kanniyakumari,Kalkulam,May,sugar,18,1,18,5,2025,aadhaar,0,0
TX4813,RC268,16,16,Kanniyakumari,Kalkulam,May,oil,25,2,50,5,2025,aadhaar,0,0
TX4814,RC268,16,16,Kanniyakumari,Kalkulam,Jun,rice,3,9,27,6,2025,aadhaar,0,0
TX4815,RC268,16,16,Kanniyakumari,Kalkulam,Jun,wheat,2,7,14,6,2025,aadhaar,0,0
TX4816,RC268,16,16,Kanniyakumari,Kalkulam,Jun,sugar,18,2,36,6,2025,aadhaar,0,3
TX4817,RC268,16,16,Kanniyakumari,Kalkulam,Jul,rice,3,11,33,7,2025,biometric,1,0
TX4818,RC268,16,16,Kanniyakumari,Kalkulam,Jul,wheat,2,4,8,7,2025,biometric,1,0
TX4819,RC268,16,16,Kanniyakumari,Kalkulam,Aug,rice,3,14,42,8,2025,aadhaar,0,1
TX4820,RC268,16,16,Kanniyakumari,Kalkulam,Aug,wheat,2,6,12,8,2025,aadhaar,0,2
TX4821,RC268,16,16,Kanniyakumari,Kalkulam,Aug,sugar,18,1,18,8,2025,aadhaar,0,0
TX4822,RC268,16,16,Kanniyakumari,Kalkulam,Aug,oil,25,2,50,8,2025,aadhaar,0,1
TX4823,RC268,16,16,Kanniyakumari,Kalkulam,Sep,rice,3,14,42,9,2025,aadhaar,0,2
TX4824,RC268,16,16,Kanniyakumari,Kalkulam,Sep,wheat,2,4,8,9,2025,aadhaar,0,3
TX4825,RC268,16,16,Kanniyakumari,Kalkulam,Sep,sugar,18,3,54,9,2025,aadhaar,0,1
TX4826,RC268,16,16,Kanniyakumari,Kalkulam,Sep,oil,25,2,50,9,2025,aadhaar,0,0
TX4827,RC268,16,16,Kanniyakumari,Kalkulam,Oct,rice,3,13,39,10,2025,biometric,0,0
TX4828,RC268,16,16,Kanniyakumari,Kalkulam,Oct,sugar,18,2,36,10,2025,biometric,0,3
TX4829,RC268,16,16,Kanniyakumari,Kalkulam,Nov,rice,3,14,42,11,2025,aadhaar,0,0
TX4830,RC268,16,16,Kanniyakumari,Kalkulam,Nov,sugar,18,3,54,11,2025,aadhaar,0,3
TX4831,RC268,16,16,Kanniyakumari,Kalkulam,Nov,oil,25,1,25,11,2025,aadhaar,0,0
TX4832,RC268,16,16,Kanniyakumari,Kalkulam,Dec,rice,3,11,33,12,2025,biometric,0,0
TX4833,RC268,16,16,Kanniyakumari,Kalkulam,Dec,sugar,18,3,54,12,2025,biometric,0,5
TX4834,RC269,17,17,Kanniyakumari,Kalkulam,Jan,rice,3,11,33,1,2025,biometric,1,0
TX4835,RC269,17,17,Kanniyakumari,Kalkulam,Jan,wheat,2,3,6,1,2025,biometric,1,1
TX4836,RC269,17,17,Kanniyakumari,Kalkulam,Feb,rice,3,8,24,2,2025,aadhaar,0,0
TX4837,RC269,17,17,Kanniyakumari,Kalkulam,Feb,wheat,2,6,12,2,2025,aadhaar,0,1
TX4838,RC269,17,17,Kanniyakumari,Kalkulam,Feb,sugar,18,2,36,2,2025,aadhaar,0,0
TX4839,RC269,17,17,Kanniyakumari,Kalkulam,Mar,rice,3,13,39,3,2025,biometric,0,0
TX4840,RC269,17,17,Kanniyakumari,Kalkulam,Mar,sugar,18,1,18,3,2025,biometric,0,1
TX4841,RC269,17,17,Kanniyakumari,Kalkulam,Apr,rice,3,10,30,4,2025,biometric,0,0
TX4842,RC269,17,17,Kanniyakumari,Kalkulam,Apr,sugar,18,1,18,4,2025,biometric,0,0
TX4843,RC269,17,17,Kanniyakumari,Kalkulam,May,rice,3,8,24,5,2025,aadhaar,0,0
TX4844,RC269,17,17,Kanniyakumari,Kalkulam,May,wheat,2,4,8,5,2025,aadhaar,0,1
TX4845,RC269,17,17,Kanniyakumari,Kalkulam,Jul,rice,3,14,42,7,2025,aadhaar,0,3
TX4846,RC269,17,17,Kanniyakumari,Kalkulam,Jul,sugar,18,2,36,7,2025,aadhaar,0,1
TX4847,RC269,17,17,Kanniyakumari,Kalkulam,Aug,rice,3,15,45,8,2025,aadhaar,0,0
TX4848,RC269,17,17,Kanniyakumari,Kalkulam,Sep,rice,3,10,30,9,2025,aadhaar,0,3
TX4849,RC269,17,17,Kanniyakumari,Kalkulam,Sep,sugar,18,3,54,9,2025,aadhaar,0,0
TX4850,RC269,17,17,Kanniyakumari,Kalkulam,Oct,rice,3,15,45,10,2025,aadhaar,0,1
TX4851,RC269,17,17,Kanniyakumari,Kalkulam,Oct,wheat,2,3,6,10,2025,aadhaar,0,0
TX4852,RC269,17,17,Kanniyakumari,Kalkulam,Oct,sugar,18,1,18,10,2025,aadhaar,0,2
TX4853,RC269,17,17,Kanniyakumari,Kalkulam,Nov,rice,3,16,48,11,2025,biometric,0,0
TX4854,RC269,17,17,Kanniyakumari,Kalkulam,Nov,sugar,18,3,54,11,2025,biometric,0,0
TX4855,RC269,17,17,Kanniyakumari,Kalkulam,Dec,rice,3,15,45,12,2025,biometric,0,1
TX4856,RC269,17,17,Kanniyakumari,Kalkulam,Dec,wheat,2,4,8,12,2025,biometric,0,0
TX4857,RC270,17,17,Kanniyakumari,Kalkulam,Jan,rice,3,16,48,1,2025,biometric,0,0
TX4858,RC270,17,17,Kanniyakumari,Kalkulam,Jan,wheat,2,7,14,1,2025,biometric,0,0
TX4859,RC270,17,17,Kanniyakumari,Kalkulam,Jan,sugar,18,3,54,1,2025,biometric,0,0
TX4860,RC270,17,17,Kanniyakumari,Kalkulam,Feb,rice,3,8,24,2,2025,biometric,0,2
TX4861,RC270,17,17,Kanniyakumari,Kalkulam,Feb,wheat,2,3,6,2,2025,biometric,0,2
TX4862,RC270,17,17,Kanniyakumari,Kalkulam,Feb,sugar,18,3,54,2,2025,biometric,0,0
TX4863,RC270,17,17,Kanniyakumari,Kalkulam,Apr,rice,3,13,39,4,2025,aadhaar,0,0
TX4864,RC270,17,17,Kanniyakumari,Kalkulam,Apr,wheat,2,3,6,4,2025,aadhaar,0,0
TX4865,RC270,17,17,Kanniyakumari,Kalkulam,May,rice,3,12,36,5,2025,aadhaar,0,0
TX4866,RC270,17,17,Kanniyakumari,Kalkulam,May,wheat,2,4,8,5,2025,aadhaar,0,0
TX4867,RC270,17,17,Kanniyakumari,Kalkulam,May,sugar,18,2,36,5,2025,aadhaar,0,0
TX4868,RC270,17,17,Kanniyakumari,Kalkulam,Jul,rice,3,12,36,7,2025,biometric,0,1
TX4869,RC270,17,17,Kanniyakumari,Kalkulam,Jul,wheat,2,4,8,7,2025,biometric,0,3
TX4870,RC270,17,17,Kanniyakumari,Kalkulam,Jul,sugar,18,1,18,7,2025,biometric,0,1
TX4871,RC270,17,17,Kanniyakumari,Kalkulam,Aug,rice,3,12,36,8,2025,biometric,0,0
TX4872,RC270,17,17,Kanniyakumari,Kalkulam,Aug,wheat,2,3,6,8,2025,biometric,0,0
TX4873,RC270,17,17,Kanniyakumari,Kalkulam,Aug,sugar,18,2,36,8,2025,biometric,0,1
TX4874,RC270,17,17,Kanniyakumari,Kalkulam,Sep,rice,3,15,45,9,2025,biometric,1,0
TX4875,RC270,17,17,Kanniyakumari,Kalkulam,Sep,sugar,18,3,54,9,2025,biometric,1,1
TX4876,RC270,17,17,Kanniyakumari,Kalkulam,Oct,rice,3,13,39,10,2025,biometric,0,0
TX4877,RC270,17,17,Kanniyakumari,Kalkulam,Oct,wheat,2,6,12,10,2025,biometric,0,0
TX4878,RC270,17,17,Kanniyakumari,Kalkulam,Oct,sugar,18,1,18,10,2025,biometric,0,0
TX4879,RC270,17,17,Kanniyakumari,Kalkulam,Nov,rice,3,13,39,11,2025,biometric,0,0
TX4880,RC270,17,17,Kanniyakumari,Kalkulam,Nov,sugar,18,2,36,11,2025,biometric,0,0
TX4881,RC270,17,17,Kanniyakumari,Kalkulam,Dec,rice,3,10,30,12,2025,biometric,0,0
